,M0,T/m
1.5,1.5,567.9990291695336
1.51,1.51,575.15928907012
1.52,1.52,582.1964307359777
1.53,1.53,589.1110331881897
1.54,1.54,595.903704540207
1.55,1.55,602.5750807759889
1.56,1.56,609.1258245501479
1.57,1.57,615.5566240104099
1.58,1.58,621.8681916426333
1.59,1.59,628.0612631386184
1.6,1.6,634.1365962868726
1.61,1.61,640.0949698864938
1.62,1.62,645.9371826842766
1.6300000000000001,1.6300000000000001,651.6640523351193
1.6400000000000001,1.6400000000000001,657.2764143857912
1.6500000000000001,1.6500000000000001,662.7751212820646
1.6600000000000001,1.6600000000000001,668.1610413992216
1.6700000000000002,1.6700000000000002,673.4350580958817
1.6800000000000002,1.6800000000000002,678.598068791109
1.6900000000000002,1.6900000000000002,683.6509840646925
1.7000000000000002,1.7000000000000002,688.5947267805159
1.7100000000000002,1.7100000000000002,693.4302312328625
1.7200000000000002,1.7200000000000002,698.1584423155299
1.7300000000000002,1.7300000000000002,702.780314713566
1.7400000000000002,1.7400000000000002,707.2968121174481
1.7500000000000002,1.7500000000000002,711.7089064595089
1.7600000000000002,1.7600000000000002,716.0175771723648
1.7700000000000002,1.7700000000000002,720.2238104691453
1.7800000000000002,1.7800000000000002,724.3285986452479
1.7900000000000003,1.7900000000000003,728.3329394013706
1.8000000000000003,1.8000000000000003,732.2378351875495
1.8100000000000003,1.8100000000000003,736.0442925679085
1.8200000000000003,1.8200000000000003,739.7533216058466
1.8300000000000003,1.8300000000000003,743.3659352693352
1.8400000000000003,1.8400000000000003,746.8831488560347
1.8500000000000003,1.8500000000000003,750.3059794379105
1.8600000000000003,1.8600000000000003,753.6354453250108
1.8700000000000003,1.8700000000000003,756.8725655480857
1.8800000000000003,1.8800000000000003,760.0183593597201
1.8900000000000003,1.8900000000000003,763.0738457536208
1.9000000000000004,1.9000000000000004,766.0400430017297
1.9100000000000004,1.9100000000000004,768.9179682088127
1.9200000000000004,1.9200000000000004,771.7086368841701
1.9300000000000004,1.9300000000000004,774.4130625301252
1.9400000000000004,1.9400000000000004,777.0322562469323
1.9500000000000004,1.9500000000000004,779.5672263537487
1.9600000000000004,1.9600000000000004,782.0189780253303
1.9700000000000004,1.9700000000000004,784.3885129440745
1.9800000000000004,1.9800000000000004,786.6768289670811
1.9900000000000004,1.9900000000000004,788.8849198078586
2.0000000000000004,2.0000000000000004,791.0137747323382
2.0100000000000007,2.0100000000000007,793.0643782688343
2.0200000000000005,2.0200000000000005,795.0377099316208
2.0300000000000002,2.0300000000000002,796.9347439577566
2.0400000000000005,2.0400000000000005,798.7564490568345
2.0500000000000007,2.0500000000000007,800.5037881733062
2.0600000000000005,2.0600000000000005,802.1777182610499
2.0700000000000003,2.0700000000000003,803.7791900698425
2.0800000000000005,2.0800000000000005,805.3091479434149
2.0900000000000007,2.0900000000000007,806.7685296287584
2.1000000000000005,2.1000000000000005,808.1582660963587
2.1100000000000003,2.1100000000000003,809.4792813710551
2.1200000000000006,2.1200000000000006,810.7324923731859
2.130000000000001,2.130000000000001,811.9188087697428
2.1400000000000006,2.1400000000000006,813.039132835202
2.1500000000000004,2.1500000000000004,814.0943593217524
2.1600000000000006,2.1600000000000006,815.0853753386197
2.170000000000001,2.170000000000001,816.0130602401968
2.1800000000000006,2.1800000000000006,816.8782855226984
2.1900000000000004,2.1900000000000004,817.6819147290607
2.2000000000000006,2.2000000000000006,818.4248033618136
2.210000000000001,2.210000000000001,819.1077988036509
2.2200000000000006,2.2200000000000006,819.7317402454485
2.2300000000000004,2.2300000000000004,820.297458621457
2.2400000000000007,2.2400000000000007,820.8057765514302
2.250000000000001,2.250000000000001,821.2575082894302
2.2600000000000007,2.2600000000000007,821.6534596790797
2.2700000000000005,2.2700000000000005,821.994428115013
2.2800000000000007,2.2800000000000007,822.2812025103051
2.290000000000001,2.290000000000001,822.5145632696468
2.3000000000000007,2.3000000000000007,822.6952822680469
2.3100000000000005,2.3100000000000005,822.8241228348445
2.3200000000000007,2.3200000000000007,822.9018397428293
2.330000000000001,2.330000000000001,822.9291792022547
2.3400000000000007,2.3400000000000007,822.906878859548
2.3500000000000005,2.3500000000000005,822.8356678005292
2.3600000000000008,2.3600000000000008,822.716266557939
2.370000000000001,2.370000000000001,822.5493871230988
2.380000000000001,2.380000000000001,822.3357329615208
2.3900000000000006,2.3900000000000006,822.0759990322929
2.400000000000001,2.400000000000001,821.7708718110714
2.410000000000001,2.410000000000001,821.42102931651
