,M0,T/m
3.2500000000000018,3.2500000000000018,843.0586611421157
3.2600000000000016,3.2600000000000016,841.4886690074818
3.2700000000000014,3.2700000000000014,839.9056705353541
3.2800000000000016,3.2800000000000016,838.3097510303542
3.290000000000002,3.290000000000002,836.7009951475809
3.3000000000000016,3.3000000000000016,835.0794868966601
3.3100000000000014,3.3100000000000014,833.4453096458018
3.3200000000000016,3.3200000000000016,831.7985461258603
3.330000000000002,3.330000000000002,830.1392784343999
3.3400000000000016,3.3400000000000016,828.4675880397607
3.3500000000000014,3.3500000000000014,826.783555785128
3.3600000000000017,3.3600000000000017,825.0872618926019
3.370000000000002,3.370000000000002,823.3787859672667
3.3800000000000017,3.3800000000000017,821.6582070012606
3.3900000000000015,3.3900000000000015,819.9256033778389
3.4000000000000017,3.4000000000000017,818.1810528754418
3.410000000000002,3.410000000000002,816.424632671752
3.4200000000000017,3.4200000000000017,814.6564193477523
3.4300000000000015,3.4300000000000015,812.8764888917767
3.4400000000000017,3.4400000000000017,811.0849167035553
3.450000000000002,3.450000000000002,809.2817775982553
3.4600000000000017,3.4600000000000017,807.467145810511
3.4700000000000015,3.4700000000000015,805.64109499845
3.4800000000000018,3.4800000000000018,803.8036982477078
3.490000000000002,3.490000000000002,801.9550280754373
3.5000000000000018,3.5000000000000018,800.095156434306
3.5100000000000016,3.5100000000000016,798.2241547164821
3.520000000000002,3.520000000000002,796.3420937576136
3.530000000000002,3.530000000000002,794.4490438407936
3.540000000000002,3.540000000000002,792.545074700515
3.5500000000000016,3.5500000000000016,790.630255526613
3.560000000000002,3.560000000000002,788.7046549681957
3.570000000000002,3.570000000000002,786.7683411375576
3.580000000000002,3.580000000000002,784.8213816140878
3.5900000000000016,3.5900000000000016,782.8638434481556
3.600000000000002,3.600000000000002,780.8957931649868
3.610000000000002,3.610000000000002,778.9172967685258
3.620000000000002,3.620000000000002,776.9284197452778
3.6300000000000017,3.6300000000000017,774.9292270681419
3.640000000000002,3.640000000000002,772.9197832002241
3.650000000000002,3.650000000000002,770.9001520986347
3.660000000000002,3.660000000000002,768.8703972182738
3.6700000000000017,3.6700000000000017,766.8305815155913
3.680000000000002,3.680000000000002,764.780767452339
3.690000000000002,3.690000000000002,762.7210169993
3.700000000000002,3.700000000000002,760.6513916400038
3.7100000000000017,3.7100000000000017,758.5719523744201
3.720000000000002,3.720000000000002,756.4827597226378
3.730000000000002,3.730000000000002,754.3838737285246
3.740000000000002,3.740000000000002,752.2753539633683
3.7500000000000018,3.7500000000000018,750.1572595294986
3.760000000000002,3.760000000000002,748.0296490638923
3.7700000000000022,3.7700000000000022,745.8925807417564
3.780000000000002,3.780000000000002,743.7461122800958
3.790000000000002,3.790000000000002,741.5903009412566
3.800000000000002,3.800000000000002,739.4252035364559
3.8100000000000023,3.8100000000000023,737.2508764292884
3.820000000000002,3.820000000000002,735.0673755392119
3.830000000000002,3.830000000000002,732.8747563450171
3.840000000000002,3.840000000000002,730.6730738882742
3.8500000000000023,3.8500000000000023,728.46238277676
3.860000000000002,3.860000000000002,726.2427371878663
3.870000000000002,3.870000000000002,724.0141908719855
3.880000000000002,3.880000000000002,721.7767971558766
3.8900000000000023,3.8900000000000023,719.5306089460151
3.900000000000002,3.900000000000002,717.2756787319139
3.910000000000002,3.910000000000002,715.0120585894294
3.920000000000002,3.920000000000002,712.7398001840485
3.9300000000000024,3.9300000000000024,710.4589547741475
3.940000000000002,3.940000000000002,708.1695732142399
3.950000000000002,3.950000000000002,705.8717059581953
3.960000000000002,3.960000000000002,703.5654030624385
3.9700000000000024,3.9700000000000024,701.2507141891365
3.980000000000002,3.980000000000002,698.9276886093506
3.990000000000002,3.990000000000002,696.5963752061796
4.000000000000002,4.000000000000002,694.2568224778754
